platform,listing_id,title,category,brand,condition,listed_price,sold_price,date_listed,date_sold,status,days_to_sell,days_active
depop,D0492,Pink And Purple Layered Crop Tank,tops,Other,good,15.0,15.0,2021-10-03,2021-10-04,sold,1.0,
depop,D0493,Polo Ralph Lauren Red Cable Knit,tops,Ralph Lauren,good,18.0,18.0,2021-08-29,2021-10-11,sold,43.0,
depop,D0494,French Toast Blue Collared Button Up,tops,Other,good,12.0,12.0,2021-08-29,2021-10-14,sold,46.0,
depop,D0495,Pink Faux Leather Pants Lace Up,other,Other,good,55.0,55.0,2021-10-17,2021-10-17,sold,0.0,
depop,D0496,Pinky Girls Pink Gingham Peplum Babydoll,tops,Other,good,35.0,35.0,2021-10-18,2021-10-19,sold,1.0,
depop,D0497,Guess Saily White Strappy Dress Heels,footwear,Guess,good,28.0,28.0,2021-10-17,2021-10-26,sold,9.0,
depop,D0498,**Anonymized**,footwear,Other,good,12.0,12.0,2021-08-21,2021-11-12,sold,83.0,
depop,D0499,Brown Tan White Argyle Cardigan Xl,tops,Other,good,22.0,22.0,2021-05-23,2021-11-16,sold,177.0,
depop,D0500,Brandy Melville Dark Forest Green Rosa,bottoms,Brandy Melville,good,32.0,32.0,2021-08-31,2021-11-28,sold,89.0,
depop,D0501,Light Green Sage Green Longs Sleeve,tops,Other,good,10.0,10.0,2021-08-29,2021-12-03,sold,96.0,
depop,D0502,**Anonymized**,other,Other,good,40.0,40.0,2021-12-05,2021-12-05,sold,0.0,
depop,D0503,Two Ribbed Crop Tank Tops Cream,tops,Other,good,14.0,14.0,2021-10-26,2021-12-14,sold,49.0,
depop,D0504,Knit Checker/Stripe Patterned Loose Dress Black,dresses,Other,good,12.0,12.0,2021-08-29,2021-12-15,sold,108.0,
depop,D0505,Black Corduroy Like Puffer Jacket Silver,outerwear,Other,good,23.0,23.0,2021-12-12,2021-12-16,sold,4.0,
depop,D0506,Light Pink Puffer Jacket Black Zipper,outerwear,Other,good,23.0,23.0,2021-12-12,2021-12-23,sold,11.0,
depop,D0507,Orange Ruched Long Sleeve Button Up,dresses,Other,good,22.0,22.0,2021-11-28,2021-12-23,sold,25.0,
depop,D0508,Sage Light Green Jean Pants Worn,other,Other,good,22.0,22.0,2021-12-26,2021-12-26,sold,0.0,
depop,D0509,Heart Print Knit Cream Sweater Pointelle,tops,Other,good,25.2,25.2,2021-12-26,2021-12-27,sold,1.0,
depop,D0510,**Anonymized**,tops,Champion,good,35.0,35.0,2021-08-31,2021-12-27,sold,118.0,
depop,D0511,Pu Black Leather Pants Straight Leg,other,Other,good,20.09,20.09,2021-12-12,2021-12-27,sold,15.0,
depop,D0512,Gingham Pattern Printed Cardigan Black And,other,Other,good,25.0,25.0,2021-12-27,2021-12-27,sold,0.0,
depop,D0513,Brandy Melville Dark Green Priscilla Pants,bottoms,Brandy Melville,good,35.0,35.0,2021-12-26,2021-12-28,sold,2.0,
depop,D0514,Dickies 874 Khaki Original Fit Work,other,Dickies,good,28.0,28.0,2021-12-05,2021-12-29,sold,24.0,
depop,D0515,Brown And Cream Hat “Love And,accessories,Other,good,40.0,40.0,2021-12-05,2021-12-30,sold,25.0,
depop,D0516,Fendi Monogram Logo Printed Kitten Heels,footwear,Other,good,35.0,35.0,2022-08-25,2022-10-17,sold,53.0,
depop,D0517,H&G Camouflage Print Low Rise Micro,bottoms,Other,good,35.0,35.0,2022-07-27,2022-11-07,sold,103.0,
depop,D0518,Elegant Moments Lingerie Top Black And,tops,Other,good,46.0,46.0,2021-08-22,2022-11-17,sold,452.0,
depop,D0519,Brandy Melville Sea Green Amara Top,tops,Brandy Melville,good,18.0,18.0,2022-12-13,2022-12-28,sold,15.0,
depop,D0520,Revice Amelia Pant Oakland Blackout Size,bottoms,Other,good,79.0,79.0,2022-12-28,2022-12-28,sold,0.0,
depop,D0521,Jj Basics Knit Double Zip Jacket,outerwear,Other,good,24.0,24.0,2023-06-29,2023-11-14,sold,138.0,
depop,D0522,W Studio Cream Off White High,bottoms,Other,good,16.0,16.0,2023-07-01,2023-11-17,sold,139.0,
depop,D0523,Cc Monogram Gold Studded Necklace,accessories,Chanel,good,20.0,20.0,2023-11-23,2023-11-24,sold,1.0,
depop,D0524,Ralph Lauren Monogram Gray And Black,accessories,Ralph Lauren,good,36.0,36.0,2023-11-23,2023-11-25,sold,2.0,
depop,D0525,Cc Monogram Gold Studded Necklace,accessories,Chanel,good,24.0,24.0,2023-11-23,2023-11-25,sold,2.0,
depop,D0526,Gray 874 Dickies Size 30 Waist,bottoms,Dickies,good,14.0,14.0,2023-11-23,2023-11-27,sold,4.0,
depop,D0527,Gg Monogram Silver Earrings,accessories,Gucci,good,24.0,24.0,2023-11-23,2023-11-27,sold,4.0,
depop,D0528,Pretty Little Thing Light Green Lace,tops,PrettyLittleThing,good,26.0,26.0,2023-11-23,2023-12-09,sold,16.0,
depop,D0529,Lace Lingerie Set Red Corset Heart,tops,Other,good,20.0,20.0,2023-11-23,2023-12-09,sold,16.0,
depop,D0530,Pink Lace Set Lingerie Babydoll Crop,tops,Other,good,20.0,20.0,2023-11-23,2023-12-11,sold,18.0,
depop,D0531,Iamgia Sakhi Top Rose Quartz Xs,tops,I.AM.GIA,good,36.0,36.0,2023-11-23,2023-12-12,sold,19.0,
depop,D0532,Urban Outfitters Out From Under Dusty,tops,Urban Outfitters,good,36.0,36.0,2023-11-23,2023-12-15,sold,22.0,
depop,D0533,Cream Open Back Top Shirt Backless,tops,Other,good,13.0,13.0,2023-12-25,2023-12-25,sold,0.0,
depop,D0534,Black Hoodie With Essentials Brand Color,tops,Essentials,good,36.0,36.0,2023-12-25,2023-12-26,sold,1.0,
depop,D0535,Bdg Y2K Cargo Pants Olive Green,bottoms,BDG,good,38.0,38.0,2023-12-25,2023-12-26,sold,1.0,
depop,D0536,Prettylittlething Bodysuit Printed Graphic Nude Mesh,tops,PrettyLittleThing,good,14.0,14.0,2023-12-25,2023-12-27,sold,2.0,
depop,D0537,Starry Sonder Hello Kitty Printed Embroidered,outerwear,Hello Kitty,good,45.0,45.0,2023-12-25,2023-12-30,sold,5.0,
depop,D0538,Black Bodycon Ruched Mini Dress Short,dresses,Other,good,5.4,5.4,2025-06-23,2025-10-03,sold,102.0,
depop,D0539,Black Cropped Long Sleeve Top With,tops,Other,good,5.4,5.4,2025-08-17,2025-10-07,sold,51.0,
depop,D0540,Never Worn Black Lace Garter Mesh,accessories,Other,good,5.4,5.4,2025-08-17,2025-11-03,sold,78.0,
depop,D0541,Black And Grey Wild Fable Tank,tops,Wild Fable,good,5.4,5.4,2025-08-25,2025-11-12,sold,79.0,
depop,D0542,Edikted Washed Faux Leather Micro Cargo,bottoms,Edikted,good,17.0,17.0,2025-11-10,2025-11-12,sold,2.0,
depop,D0543,Cotton On Black Washed Leather Bomber,outerwear,Cotton On,good,50.0,50.0,2025-11-10,2025-11-15,sold,5.0,
depop,D0544,Pacsun Casey Low Rise Baggy Jeans,bottoms,PacSun,good,21.0,21.0,2025-11-10,2025-11-18,sold,8.0,
depop,D0545,Edikted Washed Faux Leather Micro Cargo,bottoms,Edikted,good,15.3,15.3,2025-11-10,2025-11-24,sold,14.0,
depop,D0546,Khaki Tan Faux Leather Micro Shorts,bottoms,Other,good,10.8,10.8,2025-11-10,2025-11-24,sold,14.0,
depop,D0547,Outcast Clothing Shanti Mini Dress Black,dresses,Outcast Clothing,good,46.0,46.0,2025-11-23,2025-11-26,sold,3.0,
depop,D0548,Jacquard Fabric Designer 100% Polyester Medium,other,Dior,good,14.0,14.0,2025-08-27,2025-11-29,sold,94.0,
depop,D0549,Dark Gray Tube Top Asymmetrical Hem,tops,Other,good,8.4,8.4,2025-11-23,2025-12-02,sold,9.0,
depop,D0550,Princess Polly Pottsville Faux Leather Moto,outerwear,Princess Polly,good,54.0,54.0,2025-11-23,2025-12-03,sold,10.0,
depop,D0551,Brandy Melville John Galt Light Blue,bottoms,Brandy Melville,good,10.8,10.8,2025-11-23,2025-12-08,sold,15.0,
depop,D0552,Edikted Washed Faux Leather Micro Cargo,bottoms,Edikted,good,17.0,17.0,2025-11-10,2025-12-09,sold,29.0,
depop,D0553,Khaki Tan Faux Leather Micro Shorts,bottoms,Other,good,12.0,12.0,2025-11-10,2025-12-31,sold,51.0,
depop,D0554,Jacquard Fabric Designer 100% Polyester Medium,other,Dior,good,14.0,14.0,2025-08-27,2026-01-03,sold,129.0,
depop,D0555,Navy And Cream New York Yankees,accessories,MLB,good,16.0,16.0,2026-01-26,2026-01-27,sold,1.0,
depop,D0556,Lewkin Leilani Washed Baggy Jeans Mid,bottoms,Other,good,30.0,30.0,2026-01-26,2026-01-27,sold,1.0,
depop,D0557,Miss Me Gabbriette Low Rise Bootcut,bottoms,Miss Me,good,80.0,80.0,2026-01-26,2026-01-30,sold,4.0,
depop,D0558,Jaded London Light Wash Colossus Jeans,bottoms,Jaded London,good,70.0,70.0,2026-01-26,2026-02-10,sold,15.0,
depop,D0559,Brand New Unused Chrome Hearts Boxer,accessories,Chrome Hearts,good,85.0,85.0,2026-02-17,2026-02-17,sold,0.0,
depop,D0560,Pacsun Casey Low Rise Baggy Jeans,bottoms,PacSun,good,21.0,21.0,2026-02-17,2026-02-17,sold,0.0,
depop,D0561,Viora Maxi Dress Black Black Outcast,dresses,Outcast Clothing,good,35.0,35.0,2026-01-26,2026-02-24,sold,29.0,
depop,D0562,Gentle Monster Antena 01 Sunglasses With,accessories,Gentle Monster,good,170.0,170.0,2026-01-26,2026-02-25,sold,30.0,
depop,D0563,Naom White Tank Top Similar To,tops,Other,good,16.0,16.0,2026-02-17,2026-03-02,sold,13.0,
depop,D0564,Outcast Euphoria Mini Dress White White,dresses,Outcast Clothing,good,45.0,45.0,2026-02-17,2026-03-05,sold,16.0,
depop,A0565,Iamgia Elvira Black Long Sleeve Top,tops,Iamgia,good,20.0,,2026-02-23,,active,,17.0
depop,A0566,Bitgy Y2K Cargo Pants Light Gray Baggy,bottoms,Urban Outfitters,good,22.0,,2026-02-17,,active,,23.0
depop,A0567,Cream White Heart Cross Chrome Ribbed Beanie,accessories,Other,good,16.0,,2026-02-17,,active,,23.0
depop,A0568,Abercrombie Fitch Gray Soft A&F Max Essentials Zip Up Hoodie,outerwear,Abercrombie & Fitch,good,21.0,,2026-02-18,,active,,22.0
depop,A0569,Bitgy Y2K Cargo Pants Dark Brown Baggy,bottoms,Urban Outfitters,good,15.0,,2026-02-18,,active,,22.0
depop,A0570,Iamgia XOLA Long Sleeve Mini Dress Cream,dresses,Iamgia,new,60.0,,2026-02-18,,active,,22.0
depop,A0571,Iamgia ZION Cardigan Grey Zip Up Hoodie,tops,Iamgia,good,40.0,,2026-02-18,,active,,22.0
depop,A0572,Sweet Chilling One Moment Mini Dress Gray,dresses,Other,good,55.0,,2026-02-18,,active,,22.0
depop,A0573,Blue Cotton T-Shirt Slim Fit,tops,Skims,good,14.0,,2026-02-18,,active,,22.0
depop,A0574,Brandy Melville Christy Olive Green Zip Up Hoodie,tops,Brandy Melville,good,21.0,,2026-02-18,,active,,22.0
depop,A0575,Miss Me Nessa Low Rise Bootcut Jeans,bottoms,Other,good,45.0,,2026-02-10,,active,,30.0
depop,A0576,True Religion Joey Low Rise Flare Jean,bottoms,True Religion,good,80.0,,2026-02-01,,active,,39.0
depop,A0577,Textured Cream Tan Ruched Tie Up Side Tube Top,tops,Other,good,8.0,,2026-01-20,,active,,51.0
depop,A0578,Brandy Melville John Galt Keira Duck Boxer Shorts,bottoms,Brandy Melville,good,8.0,,2026-01-26,,active,,45.0
depop,A0579,Brandy Melville Skylar Cream Lace Tank Top,tops,Brandy Melville,good,6.0,,2026-01-26,,active,,45.0
depop,A0580,Brandy Melville John Galt White Red Heart Print Cami Tank,tops,Brandy Melville,good,6.0,,2026-01-26,,active,,45.0
depop,A0581,Skims Outdoor Mid Thigh Onesie Jumpsuit Washed Onyx,jumpsuits,Skims,good,28.0,,2026-01-20,,active,,51.0
depop,A0582,Jacquard Fabric Designer Navy Blue Dior Monogram,other,Other,good,14.9,,2026-01-19,,active,,52.0
depop,A0583,Jacquard Fabric Designer Navy Blue Dior Monogram,other,Other,good,14.0,,2026-01-08,,active,,63.0
